"Average",,,,,,,,,,,,,,,,"E0",,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
412,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275595,1.15832,0.0193751,-0.00439062,0.0120669,-0.000146016,0.0122362,-0.00455995,-0.0827017,8.12215e-05,8.32568e-05,0.000372463,0.0165389,0.496167,30.4961,30
413,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275849,1.16167,0.0175885,-0.00442073,0.0121697,-0.000149625,0.0123408,-0.00459186,-0.0814512,8.12742e-05,8.33073e-05,0.000372696,0.0166855,0.500565,30.5005,30
414,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275761,1.16431,0.0204758,-0.00447445,0.0122634,-0.000142874,0.0124339,-0.00464487,-0.0784346,8.12451e-05,8.3277e-05,0.000372561,0.0168211,0.504632,30.5046,30
415,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275678,1.16714,0.0201042,-0.00449928,0.0123682,-0.000151434,0.0125406,-0.00467163,-0.0858883,8.13146e-05,8.33447e-05,0.000372873,0.016965,0.508949,30.5089,30
416,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276062,1.16982,0.019393,-0.00453139,0.0124681,-0.000152361,0.0126423,-0.00470558,-0.0860672,8.12826e-05,8.33113e-05,0.000372728,0.0171052,0.513157,30.5131,30
417,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27589,1.17287,0.0201991,-0.00457071,0.0125665,-0.00015166,0.0127408,-0.00474506,-0.0900645,8.12324e-05,8.32665e-05,0.000372521,0.0172468,0.517404,30.5174,30
418,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275918,1.17595,0.0202002,-0.00460467,0.0126664,-0.000152617,0.0128424,-0.00478061,-0.0863644,8.13133e-05,8.33466e-05,0.000372888,0.0173912,0.521735,30.5217,30
419,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275954,1.17879,0.0205143,-0.00464865,0.0127683,-0.000152617,0.0129455,-0.00482588,-0.0758539,8.13449e-05,8.33734e-05,0.000373022,0.017536,0.52608,30.5261,30
420,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275978,1.18152,0.0205994,-0.00468094,0.0128728,-0.00015691,0.0130506,-0.00485877,-0.0892548,8.13765e-05,8.34046e-05,0.000373161,0.0176834,0.530501,30.5305,30
421,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276027,1.18435,0.020535,-0.00471608,0.0129757,-0.000155363,0.0131546,-0.00489501,-0.0824794,8.13421e-05,8.3369e-05,0.000372999,0.0178267,0.534799,30.5348,30
422,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276126,1.18705,0.0206693,-0.00475196,0.0130754,-0.000152897,0.0132562,-0.00493273,-0.0780933,8.13444e-05,8.33719e-05,0.000373006,0.0179666,0.538998,30.539,30
423,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276141,1.19017,0.0206003,-0.004788,0.0131754,-0.000155705,0.0133568,-0.00496936,-0.076962,8.14186e-05,8.34465e-05,0.000373353,0.0181131,0.543393,30.5434,30
424,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27623,1.19308,0.0208252,-0.00482764,0.0132842,-0.000157852,0.0134666,-0.00501005,-0.0781391,8.14112e-05,8.34376e-05,0.000373311,0.0182668,0.548005,30.548,30
425,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276557,1.19592,0.0199295,-0.00486151,0.0133896,-0.000154668,0.0135729,-0.00504479,-0.0737315,8.14188e-05,8.34477e-05,0.000373358,0.0184081,0.552243,30.5522,30
426,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276513,1.19897,0.0201776,-0.0048966,0.0134953,-0.000158573,0.0136804,-0.00508163,-0.082323,8.14647e-05,8.34925e-05,0.000373568,0.0185623,0.556868,30.5568,30
427,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27657,1.20166,0.0203667,-0.00493284,0.0135921,-0.000155691,0.0137784,-0.00511912,-0.0768731,8.14799e-05,8.35109e-05,0.000373633,0.0186981,0.560942,30.5609,30
428,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276722,1.20459,0.0197734,-0.00497254,0.0136968,-0.000160894,0.0138836,-0.00515932,-0.0827857,8.14456e-05,8.34731e-05,0.000373478,0.018848,0.56544,30.5654,30
429,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276636,1.20768,0.0199735,-0.00500881,0.0138048,-0.000159424,0.0139928,-0.00519684,-0.079737,8.14732e-05,8.34988e-05,0.000373602,0.0189947,0.569841,30.5698,30
430,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276648,1.21069,0.0208251,-0.00504665,0.0139088,-0.000158429,0.0140978,-0.00523562,-0.0777832,8.15267e-05,8.35512e-05,0.000373829,0.0191428,0.574283,30.5743,30
431,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276675,1.21344,0.0213071,-0.00508256,0.014013,-0.000159069,0.0142036,-0.00527311,-0.075444,8.15517e-05,8.35771e-05,0.000373951,0.0192932,0.578796,30.5788,30
432,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276927,1.21633,0.020081,-0.00511489,0.0141218,-0.000163095,0.0143132,-0.00530629,-0.0814404,8.15265e-05,8.35508e-05,0.000373833,0.0194435,0.583304,30.5833,30
433,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276845,1.219,0.0211045,-0.00515965,0.0142224,-0.000161814,0.0144155,-0.00535272,-0.0749775,8.15182e-05,8.35455e-05,0.000373798,0.0195936,0.587808,30.5878,30
434,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276561,1.2221,0.0208955,-0.0051984,0.0143325,-0.000164789,0.0145265,-0.00539242,-0.0768903,8.16144e-05,8.3642e-05,0.000374237,0.0197483,0.592447,30.5924,30
435,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276809,1.22505,0.0206964,-0.00523759,0.0144403,-0.000165011,0.0146352,-0.00543246,-0.0767315,8.16433e-05,8.3669e-05,0.000374369,0.0198975,0.596923,30.5969,30
436,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276717,1.22805,0.0206718,-0.00527242,0.01455,-0.000163767,0.0147462,-0.00546861,-0.0732839,8.16362e-05,8.36637e-05,0.000374345,0.0200547,0.601641,30.6016,30
437,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276718,1.23079,0.0206983,-0.00531045,0.0146586,-0.000165838,0.0148558,-0.00550765,-0.0789002,8.16304e-05,8.3654e-05,0.000374299,0.0202095,0.606286,30.6063,30
438,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276744,1.23374,0.0209296,-0.00535014,0.0147634,-0.000164703,0.0149618,-0.00554854,-0.0759724,8.17288e-05,8.37519e-05,0.000374751,0.0203571,0.610711,30.6107,30
439,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276772,1.23664,0.0205021,-0.0053845,0.0148724,-0.000166729,0.0150712,-0.0055833,-0.0746238,8.17199e-05,8.37445e-05,0.000374712,0.0205103,0.615308,30.6153,30
440,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277105,1.23952,0.0195759,-0.00542061,0.0149889,-0.000170038,0.015189,-0.00562077,-0.0708799,8.16917e-05,8.37161e-05,0.000374592,0.0206676,0.620027,30.62,30
441,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276634,1.24257,0.020394,-0.00546141,0.0150948,-0.000169594,0.0152961,-0.00566264,-0.0749674,8.17547e-05,8.37784e-05,0.000374868,0.0208245,0.624733,30.6247,30
442,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277034,1.2455,0.0195739,-0.00549301,0.0152079,-0.000164736,0.0154105,-0.00569555,-0.0696864,8.17229e-05,8.37495e-05,0.000374736,0.0209801,0.629403,30.6294,30
443,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276739,1.24854,0.0207412,-0.00554743,0.0153045,-0.000167201,0.015509,-0.00575189,-0.0746206,8.18127e-05,8.38349e-05,0.000375133,0.0211209,0.633628,30.6336,30
444,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276873,1.25114,0.0204816,-0.00557664,0.0154179,-0.000167202,0.0156232,-0.00578202,-0.0737303,8.17446e-05,8.37634e-05,0.000374814,0.0212833,0.638498,30.6385,30
445,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276811,1.25412,0.0222296,-0.00561643,0.0155196,-0.000169576,0.0157252,-0.00582202,-0.0750814,8.18086e-05,8.3832e-05,0.00037511,0.0214304,0.642912,30.6429,30
446,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277014,1.25717,0.0207233,-0.00566104,0.0156392,-0.000171112,0.0158462,-0.00586799,-0.0718696,8.18513e-05,8.38718e-05,0.000375294,0.0215901,0.647701,30.6477,30
447,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277065,1.25993,0.0206214,-0.00568998,0.0157511,-0.00017838,0.0159592,-0.00589812,-0.0740474,8.1875e-05,8.3896e-05,0.000375414,0.0217474,0.65242,30.6524,30
448,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276791,1.26306,0.0216536,-0.00573128,0.0158576,-0.000178959,0.0160667,-0.00594029,-0.0742447,8.18684e-05,8.38842e-05,0.000375367,0.0219002,0.657005,30.657,30
449,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277206,1.26587,0.0199053,-0.00576066,0.0159704,-0.000173377,0.0161803,-0.00597059,-0.0733852,8.19111e-05,8.39343e-05,0.000375579,0.0220569,0.661705,30.6617,30
450,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276999,1.26872,0.0206914,-0.00580335,0.0160784,-0.000174039,0.0162897,-0.00601469,-0.0734499,8.19385e-05,8.39582e-05,0.0003757,0.0222113,0.666339,30.6663,30
451,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277169,1.27152,0.020715,-0.005844,0.0161869,-0.000175547,0.0163992,-0.00605635,-0.0759957,8.193e-05,8.3952e-05,0.000375661,0.0223651,0.670952,30.6709,30
452,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277195,1.27442,0.020854,-0.0058811,0.0163013,-0.000174482,0.0165142,-0.00609396,-0.0712379,8.19496e-05,8.39666e-05,0.000375749,0.022525,0.675748,30.6757,30
453,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277402,1.27746,0.0199618,-0.00592032,0.0164173,-0.000179797,0.0166312,-0.00613421,-0.079919,8.19921e-05,8.40143e-05,0.000375955,0.0226905,0.680713,30.6807,30
454,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27779,1.28012,0.0212531,-0.00595973,0.0165238,-0.000176248,0.0167389,-0.00617484,-0.071748,8.20197e-05,8.4036e-05,0.000376069,0.022842,0.68526,30.6852,30
455,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277622,1.28311,0.021243,-0.00599988,0.0166351,-0.000177947,0.0168515,-0.00621619,-0.0827916,8.20304e-05,8.40498e-05,0.000376118,0.0230015,0.690045,30.69,30
456,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27751,1.28623,0.0216305,-0.00603892,0.0167475,-0.000179466,0.0169648,-0.00625614,-0.0727667,8.20523e-05,8.40735e-05,0.000376207,0.0231615,0.694844,30.6948,30
457,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276906,1.28912,0.0209847,-0.00608062,0.0168629,-0.00017941,0.017081,-0.00629877,-0.0763711,8.20828e-05,8.41007e-05,0.00037635,0.0233201,0.699601,30.6996,30
458,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27698,1.29232,0.0220378,-0.00611894,0.0169717,-0.000182066,0.0171912,-0.00633848,-0.0705945,8.20944e-05,8.41091e-05,0.000376394,0.0234827,0.704479,30.7045,30
459,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276907,1.29509,0.0216552,-0.0061575,0.0170928,-0.000175094,0.0173132,-0.00637791,-0.0747668,8.2081e-05,8.40918e-05,0.000376328,0.0236494,0.70948,30.7094,30
460,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277325,1.29789,0.0212056,-0.00619436,0.017201,-0.000181692,0.0174231,-0.00641647,-0.071997,8.21642e-05,8.41794e-05,0.000376709,0.0238011,0.714031,30.714,30
461,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27747,1.30085,0.0205693,-0.00623268,0.0173254,-0.000180318,0.0175478,-0.00645501,-0.0788818,8.21959e-05,8.42103e-05,0.000376865,0.0239789,0.719366,30.7193,30
462,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277645,1.30387,0.0206078,-0.00627147,0.0174402,-0.000183744,0.0176636,-0.00649484,-0.0700635,8.21989e-05,8.42143e-05,0.000376878,0.024138,0.724139,30.7241,30
463,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27745,1.30686,0.0208269,-0.00632004,0.0175501,-0.00018412,0.0177752,-0.00654515,-0.0742244,8.22032e-05,8.42181e-05,0.0003769,0.0242918,0.728754,30.7287,30
464,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277376,1.30971,0.0207345,-0.00635553,0.017678,-0.000184964,0.0179031,-0.00658062,-0.0718414,8.22416e-05,8.42564e-05,0.000377079,0.0244669,0.734005,30.734,30
465,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277404,1.31258,0.0206849,-0.00639872,0.0177852,-0.000179487,0.0180112,-0.00662471,-0.0722003,8.22923e-05,8.43058e-05,0.000377296,0.0246215,0.738644,30.7386,30
466,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277228,1.31505,0.0226071,-0.00644074,0.0178978,-0.000182052,0.0181256,-0.00666844,-0.0742723,8.2236e-05,8.42493e-05,0.000377036,0.0247782,0.743345,30.7433,30
467,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277417,1.31828,0.0195315,-0.00646898,0.0180193,-0.00018361,0.0182483,-0.00669804,-0.0701034,8.22861e-05,8.42991e-05,0.000377278,0.0249536,0.748607,30.7486,30
468,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277715,1.3212,0.0200115,-0.00650898,0.0181362,-0.000188715,0.0183657,-0.00673844,-0.0799226,8.23266e-05,8.43364e-05,0.000377454,0.0251198,0.753594,30.7536,30
469,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277497,1.32396,0.0208728,-0.00654796,0.0182472,-0.000185246,0.0184781,-0.00677889,-0.0733269,8.23852e-05,8.43961e-05,0.000377716,0.0252788,0.758363,30.7583,30
470,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278117,1.32699,0.0207292,-0.00658701,0.0183665,-0.000185629,0.018598,-0.00681849,-0.0750791,8.23931e-05,8.44041e-05,0.000377756,0.0254433,0.763299,30.7633,30
471,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277969,1.33,0.0207447,-0.00663885,0.0184799,-0.000183482,0.018712,-0.00687099,-0.0696627,8.24339e-05,8.44429e-05,0.000377944,0.0256072,0.768215,30.7682,30
472,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277606,1.33308,0.0202391,-0.00667371,0.0186023,-0.000187976,0.0188358,-0.00690719,-0.0694316,8.25234e-05,8.45312e-05,0.000378338,0.0257769,0.773308,30.7733,30
473,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277598,1.33578,0.0209907,-0.00670058,0.0187464,-0.00019639,0.0189809,-0.00693512,-0.0752871,8.25266e-05,8.45317e-05,0.000378354,0.025973,0.779188,30.7792,30
474,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27675,1.33901,0.0222821,-0.00673949,0.0188343,-0.000192195,0.0190707,-0.00697595,-0.0731904,8.25037e-05,8.45124e-05,0.000378258,0.0261074,0.78322,30.7832,30
475,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276856,1.34178,0.022395,-0.00678563,0.0189545,-0.000193175,0.0191923,-0.00702339,-0.0747653,8.2528e-05,8.45365e-05,0.000378362,0.0262689,0.788066,30.788,30
476,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277219,1.34574,0.0201519,-0.0068418,0.0191045,-0.000189914,0.0193412,-0.00707851,-0.0696863,8.26004e-05,8.45997e-05,0.000378666,0.026481,0.794428,30.7944,30
477,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277609,1.34788,0.0182538,-0.00685421,0.0192079,-0.000199998,0.0194463,-0.00709264,-0.0720577,8.25909e-05,8.45955e-05,0.000378649,0.0266276,0.798829,30.7988,30
478,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277126,1.35071,0.0211795,-0.00689525,0.0193305,-0.000192849,0.0195704,-0.00713521,-0.0727512,8.26428e-05,8.46433e-05,0.000378856,0.026793,0.803788,30.8038,30
479,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277574,1.35389,0.0223668,-0.00694337,0.0194443,-0.000198438,0.0196856,-0.00718466,-0.0765288,8.26625e-05,8.46608e-05,0.000378939,0.0269603,0.808807,30.8088,30
480,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277191,1.35622,0.0215084,-0.00698227,0.0195559,-0.000191752,0.0197977,-0.00722407,-0.0729295,8.26933e-05,8.4695e-05,0.000379091,0.0271187,0.813559,30.8135,30
481,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27708,1.35913,0.0218603,-0.00702973,0.0196717,-0.000194118,0.0199148,-0.00727279,-0.0791877,8.27166e-05,8.47164e-05,0.000379196,0.0272854,0.81856,30.8185,30
482,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277229,1.36219,0.0212845,-0.00706696,0.0197929,-0.000195296,0.0200364,-0.00731042,-0.0704936,8.27355e-05,8.47327e-05,0.000379277,0.0274506,0.823517,30.8235,30
483,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276955,1.36489,0.0213064,-0.00710181,0.0199164,-0.000196732,0.0201606,-0.00734601,-0.0750356,8.27803e-05,8.47852e-05,0.000379504,0.0276261,0.828781,30.8288,30
484,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277472,1.3682,0.0210847,-0.0071489,0.020039,-0.000194525,0.0202837,-0.00739358,-0.0655269,8.27759e-05,8.47764e-05,0.00037948,0.0277961,0.833881,30.8339,30
485,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277919,1.37117,0.020129,-0.0071769,0.0201691,-0.000197047,0.0204151,-0.00742292,-0.0713207,8.27986e-05,8.48012e-05,0.00037959,0.0279773,0.839319,30.8393,30
486,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277142,1.37403,0.0227247,-0.0072307,0.020267,-0.000198775,0.0205143,-0.00747799,-0.0731036,8.28494e-05,8.48553e-05,0.000379813,0.0281284,0.843852,30.8438,30
487,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277314,1.377,0.0217087,-0.00726052,0.0204116,-0.000193703,0.0206591,-0.00750806,-0.0719176,8.28492e-05,8.48485e-05,0.000379803,0.0283263,0.849789,30.8498,30
488,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277102,1.37968,0.0215592,-0.00730162,0.0205336,-0.000203436,0.0207821,-0.00755013,-0.0766291,8.29528e-05,8.49529e-05,0.000380274,0.0284923,0.854769,30.8547,30
489,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277062,1.38268,0.021789,-0.00734693,0.0206527,-0.000199178,0.0209022,-0.00759647,-0.0703444,8.29508e-05,8.49477e-05,0.000380256,0.0286608,0.859822,30.8598,30
490,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277141,1.38562,0.0217692,-0.00738875,0.0207765,-0.000199512,0.0210272,-0.00763947,-0.0700336,8.29764e-05,8.49761e-05,0.00038039,0.0288348,0.865044,30.865,30
491,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27738,1.38858,0.0218146,-0.00742185,0.0209056,-0.000201006,0.0211572,-0.00767338,-0.0731609,8.30314e-05,8.50274e-05,0.000380631,0.0290166,0.870498,30.8705,30
492,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276248,1.39176,0.0194291,-0.00746396,0.0210255,-0.000199116,0.0212776,-0.00771607,-0.0711266,8.30435e-05,8.50406e-05,0.000380676,0.0291808,0.875423,30.8754,30
493,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276528,1.39469,0.0197054,-0.00750342,0.0211458,-0.00020262,0.0213995,-0.00775716,-0.065199,8.31045e-05,8.51028e-05,0.000380962,0.0293544,0.88063,30.8806,30
494,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276527,1.39771,0.0189373,-0.00754504,0.0212765,-0.000199555,0.0215305,-0.007799,-0.0690899,8.31249e-05,8.51217e-05,0.000381054,0.0295351,0.886052,30.886,30
495,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276305,1.40066,0.0194742,-0.00758689,0.0213999,-0.000201326,0.0216556,-0.00784265,-0.0678664,8.31667e-05,8.51634e-05,0.000381236,0.0297154,0.891461,30.8914,30
496,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276095,1.40353,0.0196524,-0.00762871,0.0215211,-0.000204537,0.021777,-0.00788457,-0.0689184,8.31799e-05,8.51754e-05,0.000381294,0.0298834,0.896502,30.8965,30
497,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276714,1.40671,0.0209787,-0.00769853,0.0216419,-0.000212521,0.0218983,-0.00795491,-0.0755632,8.33347e-05,8.53236e-05,0.000381964,0.0300569,0.901707,30.9017,30
498,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276669,1.40926,0.0221936,-0.00770499,0.0217728,-0.00020894,0.0220312,-0.00796333,-0.0746137,8.33021e-05,8.52973e-05,0.000381858,0.0302346,0.907037,30.907,30
499,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276858,1.41227,0.0216856,-0.0077506,0.021887,-0.000201849,0.0221454,-0.00800904,-0.0627472,8.33258e-05,8.53218e-05,0.000381954,0.0304043,0.91213,30.9121,30
500,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276975,1.41504,0.0215451,-0.0077828,0.0220293,-0.00020526,0.0222887,-0.00804229,-0.0712467,8.33556e-05,8.53483e-05,0.000382094,0.0305956,0.917866,30.9178,30
501,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276999,1.41819,0.0220209,-0.00782837,0.0221508,-0.000207479,0.0224103,-0.00808779,-0.0669321,8.338e-05,8.53691e-05,0.000382197,0.0307706,0.923116,30.9231,30
502,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276545,1.42116,0.0196802,-0.00785524,0.0222695,-0.000210717,0.0225309,-0.00811667,-0.0768219,8.34227e-05,8.54159e-05,0.000382406,0.0309379,0.928137,30.9281,30
503,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278718,1.42423,0.0170295,-0.00790569,0.0224069,-0.000208032,0.022669,-0.00816776,-0.071774,8.34167e-05,8.54129e-05,0.000382385,0.0311201,0.933603,30.9336,30
504,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27962,1.42725,0.0170755,-0.0079426,0.0225279,-0.000209358,0.0227909,-0.00820561,-0.0705335,8.34919e-05,8.5482e-05,0.000382724,0.0312981,0.938941,30.9389,30
505,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279027,1.43014,0.0172889,-0.00798809,0.0226571,-0.000209507,0.0229203,-0.00825125,-0.0699546,8.35166e-05,8.55085e-05,0.000382834,0.0314774,0.944322,30.9443,30
506,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278701,1.43307,0.0181011,-0.00803354,0.0227797,-0.000209247,0.0230438,-0.00829763,-0.069793,8.35347e-05,8.55204e-05,0.000382902,0.0316473,0.949418,30.9494,30
507,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279128,1.43604,0.0177152,-0.00806361,0.0229131,-0.000210307,0.0231775,-0.00832801,-0.0727284,8.35795e-05,8.55694e-05,0.000383111,0.0318326,0.954977,30.9549,30
508,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278985,1.43899,0.017398,-0.00810254,0.0230435,-0.000206183,0.0233093,-0.0083684,-0.0647099,8.36615e-05,8.56512e-05,0.00038349,0.0320154,0.96046,30.9604,30
509,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279081,1.44189,0.0172312,-0.00814853,0.0231627,-0.000212437,0.0234292,-0.00841508,-0.065066,8.36777e-05,8.56681e-05,0.000383574,0.0321823,0.965468,30.9654,30
510,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279155,1.44487,0.0170421,-0.00818825,0.0232889,-0.000213453,0.0235562,-0.00845559,-0.0657531,8.37428e-05,8.5732e-05,0.000383849,0.0323608,0.970822,30.9708,30
511,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278455,1.44761,0.0159906,-0.00822226,0.0234249,-0.000213085,0.0236929,-0.00849027,-0.0691684,8.37522e-05,8.57407e-05,0.000383897,0.0325466,0.976397,30.9764,30
512,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277695,1.45052,0.0172864,-0.00826379,0.0235617,-0.00021182,0.0238303,-0.00853242,-0.0636374,8.38283e-05,8.58212e-05,0.00038425,0.0327365,0.982095,30.9821,30
513,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275815,1.45379,0.0172418,-0.00830709,0.0236926,-0.000215295,0.0239623,-0.00857676,-0.0673875,8.38381e-05,8.58272e-05,0.000384295,0.0329178,0.987533,30.9875,30
514,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277773,1.45627,0.0207377,-0.00833874,0.0238176,-0.000213779,0.0240881,-0.00860925,-0.0661115,8.38804e-05,8.58642e-05,0.000384463,0.0330939,0.992816,30.9928,30
515,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277515,1.45937,0.0202739,-0.00838339,0.0239474,-0.000207708,0.0242185,-0.00865455,-0.0650504,8.39574e-05,8.59421e-05,0.000384818,0.0332757,0.99827,30.9982,30
516,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27695,1.46228,0.0190348,-0.00841834,0.0240799,-0.000211464,0.0243514,-0.00868988,-0.0729785,8.39692e-05,8.59531e-05,0.000384872,0.0334642,1.00393,31.0039,30
517,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277392,1.46486,0.0214435,-0.00846337,0.0242015,-0.000214084,0.0244745,-0.00873642,-0.0712568,8.40364e-05,8.60173e-05,0.000385163,0.033636,1.00908,31.0091,30
518,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277496,1.46815,0.0200755,-0.00850343,0.0243477,-0.000216213,0.024621,-0.0087767,-0.0678197,8.40915e-05,8.60756e-05,0.000385425,0.0338347,1.01504,31.015,30
519,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278011,1.47074,0.0189401,-0.00853758,0.0244893,-0.000213161,0.0247634,-0.00881171,-0.0681119,8.40947e-05,8.60794e-05,0.000385455,0.0340292,1.02088,31.0208,30
520,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278029,1.47377,0.0204587,-0.00858169,0.0246143,-0.000218107,0.0248891,-0.00885652,-0.0641036,8.41431e-05,8.61214e-05,0.00038564,0.0342007,1.02602,31.026,30
521,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278193,1.47672,0.0213362,-0.00862593,0.0247409,-0.00021874,0.0250162,-0.00890117,-0.0662626,8.41907e-05,8.61714e-05,0.000385875,0.0343854,1.03156,31.0315,30
